src	dst	note
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/05 - Atmospheres/Atmospheres/13 Reception.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/05 - Atmospheres/Atmospheres/13 Reception.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/05 - Atmospheres/Atmospheres/02 Summer Woods.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/05 - Atmospheres/Atmospheres/02 Summer Woods.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/05 - Atmospheres/Atmospheres/06 Outer Limits.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/05 - Atmospheres/Atmospheres/06 Outer Limits.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/05 - Atmospheres/Atmospheres/04 New Life.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/05 - Atmospheres/Atmospheres/04 New Life.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/05 - Atmospheres/Atmospheres/12 Large Applause.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/05 - Atmospheres/Atmospheres/12 Large Applause.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/05 - Atmospheres/Atmospheres/08 Empty Church.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/05 - Atmospheres/Atmospheres/08 Empty Church.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 08 Wind Whoosh.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 08 Wind Whoosh.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 21 Sub Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 21 Sub Timelapse.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 04 Crisp A.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 04 Crisp A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 13 Slow Motion.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 13 Slow Motion.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 05 Crisp B.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 05 Crisp B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 01 Pacific A.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 01 Pacific A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 15 Elemental.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 15 Elemental.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 12 Gritty Whoosh.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 12 Gritty Whoosh.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 18 Page Turner.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 18 Page Turner.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 14 Super Slow.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 14 Super Slow.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 22 Basic Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 22 Basic Timelapse.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 17 Tonal Whoosh.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 17 Tonal Whoosh.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 11 Short Sub.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 11 Short Sub.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 02 Pacific B.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 02 Pacific B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 24 City Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 24 City Timelapse.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 03 Pacific C.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 03 Pacific C.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 06 Bright Fly By.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 06 Bright Fly By.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 20 Cold Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 20 Cold Timelapse.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 19 Light Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 19 Light Timelapse.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 16 Sheet Slide.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 16 Sheet Slide.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 23 Quick Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 23 Quick Timelapse.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 07 Jetset.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 07 Jetset.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 10 Long Sub.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 10 Long Sub.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Tube/TB 09 Base Whoosh.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes - Tube/TB 09 Base Whoosh.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/23 Quick Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/23 Quick Timelapse.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/06 Bright Fly By.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/06 Bright Fly By.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/10 Long Sub.wav 96000.pek	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/10 Long Sub.wav 96000.pek	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/12 Gritty Whoosh.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/12 Gritty Whoosh.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/03 Pacific C.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/03 Pacific C.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/02 Pacific B.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/02 Pacific B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/08 Wind Whoosh.wav 96000.pek	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/08 Wind Whoosh.wav 96000.pek	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/01 Pacific A.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/01 Pacific A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/06 Bright Fly By.wav 96000.pek	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/06 Bright Fly By.wav 96000.pek	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/09 Base Whoosh.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/09 Base Whoosh.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/17 Tonal Whoosh.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/17 Tonal Whoosh.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/05 Crisp B.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/05 Crisp B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/16 Sheet Slide.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/16 Sheet Slide.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/22 Basic Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/22 Basic Timelapse.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/19 Light Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/19 Light Timelapse.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/18 Page Turner.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/18 Page Turner.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/24 City Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/24 City Timelapse.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/21 Sub Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/21 Sub Timelapse.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/11 Short Sub.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/11 Short Sub.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/15 Elemental.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/15 Elemental.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/08 Wind Whoosh.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/08 Wind Whoosh.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/04 Crisp A.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/04 Crisp A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/03 Pacific C.wav 96000.pek	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/03 Pacific C.wav 96000.pek	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes/20 Cold Timelapse.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/03 - Whooshes/Whooshes/20 Cold Timelapse.wav	
